Property_Id,State Code,Suburb,Address,Property_Median_Value,Updated_on,Postcode
4104,NSW,Eglinton,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4105,NSW,Essington,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4106,NSW,Evans Plains,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4107,NSW,Fitzgeralds Valley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4108,NSW,Forest Grove,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4109,NSW,Fosters Valley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4110,NSW,Freemantle,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4111,NSW,Garthowen,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4112,NSW,Gemalla,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4113,NSW,Georges Plains,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4114,NSW,Gilmandyke,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4115,NSW,Glanmire,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4116,NSW,Gormans Hill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4117,NSW,Gowan,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4118,NSW,Hobbys Yards,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4119,NSW,Isabella,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4120,NSW,Jeremy,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4121,NSW,Judds Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4122,NSW,Kelso,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4123,NSW,Killongbutta,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4124,NSW,Kirkconnell,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4125,NSW,Laffing Waters,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4126,NSW,Limekilns,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4127,NSW,Llanarth,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4128,NSW,Locksley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4129,NSW,Meadow Flat,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4130,NSW,Milkers Flat,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4131,NSW,Millah Murrah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4132,NSW,Mitchell,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4133,NSW,Moorilda,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4134,NSW,Mount David,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4135,NSW,Mount Panorama,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4136,NSW,Mount Rankin,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4137,NSW,Napoleon Reef,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4138,NSW,Newbridge,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4139,NSW,O'Connell,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4140,NSW,Orton Park,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4141,NSW,Paling Yards,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4142,NSW,Palmers Oaky,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4143,NSW,Peel,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4144,NSW,Perthville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4145,NSW,Raglan,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4146,NSW,Robin Hill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4147,NSW,Rock Forest,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4148,NSW,Rockley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4149,NSW,Rockley Mount,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4150,NSW,Sofala,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4151,NSW,South Bathurst,"NEW SOUTH WALES_NSW, BATHURST, Postcode-2795","407,500.00",1/06/2017,2795
4152,NSW,Stewarts Mount,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4153,NSW,Sunny Corner,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4154,NSW,Tambaroora,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4155,NSW,The Lagoon,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4156,NSW,The Rocks,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4157,NSW,Triangle Flat,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4158,NSW,Trunkey Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4159,NSW,Turondale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4160,NSW,Twenty Forests,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4161,NSW,Upper Turon,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4162,NSW,Walang,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4163,NSW,Wambool,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4164,NSW,Wattle Flat,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4165,NSW,Watton,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4166,NSW,West Bathurst,"NEW SOUTH WALES_NSW, BATHURST, Postcode-2795","407,500.00",1/06/2017,2795
4167,NSW,White Rock,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4168,NSW,Wiagdon,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4169,NSW,Wimbledon,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4170,NSW,Winburndale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4171,NSW,Windradyne,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4172,NSW,Wisemans Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4173,NSW,Yarras,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4174,NSW,Yetholme,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2795","407,500.00",1/06/2017,2795
4175,NSW,Byng,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2798",,1/06/2017,2798
4176,NSW,Flyers Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2798",,1/06/2017,2798
4177,NSW,Forest Reefs,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2798",,1/06/2017,2798
4178,NSW,Guyong,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2798",,1/06/2017,2798
4179,NSW,Millthorpe,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2798",,1/06/2017,2798
4180,NSW,Spring Terrace,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2798",,1/06/2017,2798
4181,NSW,Tallwood,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2798",,1/06/2017,2798
4182,NSW,Barry,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2799","252,500.00",1/06/2017,2799
4183,NSW,Blayney,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2799","252,500.00",1/06/2017,2799
4184,NSW,Browns Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2799","252,500.00",1/06/2017,2799
4185,NSW,Fitzgeralds Mount,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2799","252,500.00",1/06/2017,2799
4186,NSW,Kings Plains,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2799","252,500.00",1/06/2017,2799
4187,NSW,Neville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2799","252,500.00",1/06/2017,2799
4188,NSW,Vittoria,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2799","252,500.00",1/06/2017,2799
4189,NSW,Belgravia,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4190,NSW,Bloomfield,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4191,NSW,Borenore,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4192,NSW,Cadia,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4193,NSW,Canobolas,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4194,NSW,Cargo,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4195,NSW,Clergate,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4196,NSW,Clifton Grove,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4197,NSW,Emu Swamp,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4198,NSW,Four Mile Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4199,NSW,Huntley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4200,NSW,Kaleentha,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4201,NSW,Kangaroobie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4202,NSW,Kerrs Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4203,NSW,Lewis Ponds,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4204,NSW,Lidster,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4205,NSW,Long Point,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4206,NSW,Lucknow,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4207,NSW,March,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4208,NSW,Mullion Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4209,NSW,Nangar,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4210,NSW,Nashdale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4211,NSW,Ophir,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4212,NSW,Orange,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4213,NSW,Orange East,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4214,NSW,Panuara,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4215,NSW,Pinnacle,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4216,NSW,Shadforth,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4217,NSW,Spring Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4218,NSW,Spring Hill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4219,NSW,Springside,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4220,NSW,Summer Hill Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4221,NSW,Towac,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4222,NSW,Windera,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2800","372,500.00",1/06/2017,2800
4223,NSW,Bendick Murrell,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2803",,1/06/2017,2803
4224,NSW,Crowther,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2803",,1/06/2017,2803
4225,NSW,Wirrimah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2803",,1/06/2017,2803
4226,NSW,Billimari,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2804",,1/06/2017,2804
4227,NSW,Canowindra,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2804",,1/06/2017,2804
4228,NSW,Moorbel,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2804",,1/06/2017,2804
4229,NSW,Nyrang Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2804",,1/06/2017,2804
4230,NSW,Gooloogong,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2805",,1/06/2017,2805
4231,NSW,Eugowra,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2806",,1/06/2017,2806
4232,NSW,Eulimore,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2806",,1/06/2017,2806
4233,NSW,Wyangala,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2808",,1/06/2017,2808
4234,NSW,Greenethorpe,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2809",,1/06/2017,2809
4235,NSW,Bimbi,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2810",,1/06/2017,2810
4236,NSW,Caragabal,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2810",,1/06/2017,2810
4237,NSW,Glenelg,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2810",,1/06/2017,2810
4238,NSW,Grenfell,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2810",,1/06/2017,2810
4239,NSW,Piney Range,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2810",,1/06/2017,2810
4240,NSW,Pinnacle,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2810",,1/06/2017,2810
4241,NSW,Pullabooka,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2810",,1/06/2017,2810
4242,NSW,Warraderry,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2810",,1/06/2017,2810
4243,NSW,NA,#N/A,,1/06/2017,2818
4244,NSW,Apsley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4245,NSW,Arthurville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4246,NSW,Bakers Swamp,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4247,NSW,Bodangora,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4248,NSW,Comobella,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4249,NSW,Curra Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4250,NSW,Dripstone,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4251,NSW,Farnham,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4252,NSW,Gollan,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4253,NSW,Lake Burrendong,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4254,NSW,Maryvale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4255,NSW,Medway,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4256,NSW,Montefiores,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4257,NSW,Mookerawa,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4258,NSW,Mount Aquila,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4259,NSW,Mount Arthur,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4260,NSW,Mumbil,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4261,NSW,Nanima,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4262,NSW,Neurea,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4263,NSW,Spicers Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4264,NSW,Stuart Town,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4265,NSW,Suntop,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4266,NSW,Walmer,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4267,NSW,Wellington,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4268,NSW,Wuuluman,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4269,NSW,Yarragal,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2820","180,000.00",1/06/2017,2820
4270,NSW,Burroway,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2821","230,000.00",1/06/2017,2821
4271,NSW,Narromine,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2821","230,000.00",1/06/2017,2821
4272,NSW,Bundemar,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2823",,1/06/2017,2823
4273,NSW,Cathundral,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2823",,1/06/2017,2823
4274,NSW,Dandaloo,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2823",,1/06/2017,2823
4275,NSW,Gin Gin,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2823",,1/06/2017,2823
4276,NSW,Trangie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2823",,1/06/2017,2823
4277,NSW,Beemunnel,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2824",,1/06/2017,2824
4278,NSW,Eenaweena,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2824",,1/06/2017,2824
4279,NSW,Marthaguy,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2824",,1/06/2017,2824
4280,NSW,Mount Foster,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2824",,1/06/2017,2824
4281,NSW,Mount Harris,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2824",,1/06/2017,2824
4282,NSW,Mumblebone Plain,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2824",,1/06/2017,2824
4283,NSW,Oxley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2824",,1/06/2017,2824
4284,NSW,Pigeonbah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2824",,1/06/2017,2824
4285,NSW,Ravenswood,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2824",,1/06/2017,2824
4286,NSW,Red Hill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2824",,1/06/2017,2824
4287,NSW,Snakes Plain,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2824",,1/06/2017,2824
4288,NSW,Tenandra,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2824",,1/06/2017,2824
4289,NSW,Warren,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2824",,1/06/2017,2824
4290,NSW,Babinda,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2825",,1/06/2017,2825
4291,NSW,Bobadah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2825",,1/06/2017,2825
4292,NSW,Bogan,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2825",,1/06/2017,2825
4293,NSW,Buddabadah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2825",,1/06/2017,2825
4294,NSW,Canonba,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2825",,1/06/2017,2825
4295,NSW,Five Ways,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2825",,1/06/2017,2825
4296,NSW,Honeybugle,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2825",,1/06/2017,2825
4297,NSW,Miandetta,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2825",,1/06/2017,2825
4298,NSW,Mulla,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2825",,1/06/2017,2825
4299,NSW,Mullengudgery,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2825",,1/06/2017,2825
4300,NSW,Murrawombie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2825",,1/06/2017,2825
4301,NSW,Nyngan,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2825",,1/06/2017,2825
4302,NSW,Pangee,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2825",,1/06/2017,2825
4303,NSW,Bearbong,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2827",,1/06/2017,2827
4304,NSW,Biddon,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2827",,1/06/2017,2827
4305,NSW,Breelong,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2827",,1/06/2017,2827
4306,NSW,Collie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2827",,1/06/2017,2827
4307,NSW,Curban,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2827",,1/06/2017,2827
4308,NSW,Gilgandra,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2827",,1/06/2017,2827
4309,NSW,Merrigal,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2827",,1/06/2017,2827
4310,NSW,Black Hollow,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2828",,1/06/2017,2828
4311,NSW,Bourbah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2828",,1/06/2017,2828
4312,NSW,Gulargambone,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2828",,1/06/2017,2828
4313,NSW,Mount Tenandra,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2828",,1/06/2017,2828
4314,NSW,Quanda,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2828",,1/06/2017,2828
4315,NSW,Tonderburine,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2828",,1/06/2017,2828
4316,NSW,Warrumbungle,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2828",,1/06/2017,2828
4317,NSW,Combara,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2829","145,000.00",1/06/2017,2829
4318,NSW,Conimbia,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2829","145,000.00",1/06/2017,2829
4319,NSW,Coonamble,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2829","145,000.00",1/06/2017,2829
4320,NSW,Gilgooma,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2829","145,000.00",1/06/2017,2829
4321,NSW,Magometon,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2829","145,000.00",1/06/2017,2829
4322,NSW,Nebea,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2829","145,000.00",1/06/2017,2829
4323,NSW,Pine Grove,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2829","145,000.00",1/06/2017,2829
4324,NSW,Teridgerie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2829","145,000.00",1/06/2017,2829
4325,NSW,Urawilkie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2829","145,000.00",1/06/2017,2829
4326,NSW,Wingadee,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2829","145,000.00",1/06/2017,2829
4327,NSW,Ballimore,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2830","340,000.00",1/06/2017,2830
4328,NSW,Barbigal,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2830","340,000.00",1/06/2017,2830
4329,NSW,Belgravia,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2830","340,000.00",1/06/2017,2830
4330,NSW,Beni,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2830","340,000.00",1/06/2017,2830
4331,NSW,Benolong,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2830","340,000.00",1/06/2017,2830
4332,NSW,Boothenba,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2830","340,000.00",1/06/2017,2830
4333,NSW,Brocklehurst,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2830","340,000.00",1/06/2017,2830
4334,NSW,Bruah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2830","340,000.00",1/06/2017,2830
4335,NSW,Bunglegumbie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2830","340,000.00",1/06/2017,2830
4336,NSW,Burrabadine,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2830","340,000.00",1/06/2017,2830
